Recipient,Armament category,Delivery year,Total TIV
Greece,Missiles,2000,5.0
Greece,Missiles,2001,7.4
Greece,Missiles,2000,35.0
Greece,Missiles,2001,7.0
Greece,Aircraft,2002,5.7
Greece,Aircraft,2007,186.0
Greece,Sensors,1999,16.0
Greece,Missiles,1997,4.14
Greece,Missiles,1998,5.0
Greece,Aircraft,2000,6.0
Greece,Aircraft,2001,24.0
Greece,Aircraft,2002,30.0
Greece,Aircraft,2003,30.0
Greece,Missiles,1999,19.5
Greece,Missiles,2001,19.5
Greece,Missiles,2000,21.0
Greece,Aircraft,2003,1240.0
Greece,Aircraft,2004,310.0
Greece,Missiles,2001,28.0
Greece,Missiles,2002,43.4
Greece,Sensors,2003,8.75
Greece,Sensors,2004,26.25
Greece,Sensors,2005,26.25
Greece,Aircraft,2003,22.4
Greece,Aircraft,2004,310.0
Greece,Naval weapons,2004,5.6
Greece,Missiles,2003,13.36
Greece,Missiles,2004,13.44
Greece,Missiles,2005,31.8
Greece,Sensors,2003,24.0
Greece,Sensors,2004,24.0
Greece,Missiles,2003,30.45
Greece,Sensors,2022,10.0
Greece,Sensors,2024,37.5
Greece,Sensors,2023,25.0
Greece,Sensors,1997,5.0
Greece,Sensors,1998,6.0
Greece,Sensors,1999,5.0
Greece,Engines,1998,28.0
Greece,Engines,1996,14.0
Greece,Engines,1992,14.0
Greece,Sensors,1992,7.5
Greece,Sensors,1996,7.5
Greece,Sensors,1998,15.0
Greece,Engines,2005,7.8
Greece,Engines,2004,2.6
Greece,Armoured vehicles,2024,120.96
Greece,Armoured vehicles,2022,64.0
Greece,Armoured vehicles,2021,7.04
Greece,Engines,2023,4.0
Greece,Aircraft,1997,496.0
Greece,Aircraft,1998,713.0
Greece,Aircraft,1999,31.0
Greece,Missiles,1998,11.62
Greece,Missiles,1997,11.62
Greece,Missiles,2003,4.5
Greece,Missiles,2002,4.5
Guatemala,Aircraft,2023,0.74
Guatemala,Aircraft,2018,3.0
Guatemala,Aircraft,2019,1.0
Guatemala,Aircraft,2018,1.0
Guatemala,Aircraft,2018,0.28
Guatemala,Armoured vehicles,2023,0.56
Guatemala,Aircraft,1994,4.25
Guatemala,Aircraft,1995,4.25
Guatemala,Aircraft,1993,12.75
Guatemala,Aircraft,2022,10.0
Guatemala,Ships,2023,4.25
Guatemala,Engines,1990,0.09
Guatemala,Engines,1991,0.09
Guyana,Ships,2024,4.6
Guyana,Aircraft,2021,5.0
Guyana,Aircraft,2023,5.0
Honduras,Aircraft,2020,0.48
Honduras,Aircraft,2015,2.0
Honduras,Aircraft,2018,1.0
Honduras,Ships,2021,4.25
Honduras,Aircraft,2008,0.4
Honduras,Aircraft,2011,0.2
Honduras,Aircraft,2012,0.2
Hungary,Missiles,2024,16.0
Hungary,Armoured vehicles,2010,3.2
Hungary,Armoured vehicles,2011,0.64
Hungary,Armoured vehicles,2010,2.99
Hungary,Armoured vehicles,2011,2.99
Hungary,Engines,2006,17.6
Hungary,Engines,2007,13.2
Hungary,Engines,2024,6.0
Hungary,Armoured vehicles,2013,1.54
Hungary,Armoured vehicles,2009,1.05
Hungary,Missiles,2009,3.0
Hungary,Missiles,2010,12.0
Hungary,Missiles,2023,30.0
Hungary,Missiles,2024,78.0
Hungary,Sensors,2024,25.0
Hungary,Sensors,2023,10.0
Hungary,Missiles,2006,12.0
Hungary,Missiles,2007,12.0
India,Engines,2010,14.0
India,Engines,2011,14.0
India,Engines,2012,14.0
India,Engines,2022,28.0
India,Missiles,2022,0.25
India,Aircraft,2020,13.0
India,Missiles,2023,4.5
India,Missiles,2022,0.5
India,Aircraft,2024,45.0
India,Missiles,2013,20.0
India,Aircraft,2013,700.0
India,Aircraft,2014,700.0
India,Aircraft,2013,250.0
India,Aircraft,2012,125.0
India,Aircraft,2014,375.0
India,Aircraft,2015,250.0
India,Missiles,2014,21.0
India,Engines,2022,13.2
India,Engines,2021,13.2
India,Engines,2023,13.2
India,Aircraft,2019,200.0
India,Aircraft,2020,100.0
India,Aircraft,2017,240.0
India,Sensors,2006,64.0
India,Aircraft,2007,14.4
India,Sensors,2006,16.0
India,Sensors,2007,16.0
India,Missiles,2013,4.0
India,Missiles,2014,4.0
India,Missiles,2015,4.0
India,Missiles,2016,4.0
India,Engines,2017,8.8
India,Engines,2018,13.2
India,Engines,2019,13.2
India,Engines,2020,11.0
India,Engines,2016,6.6
India,Missiles,2019,10.0
India,Missiles,2020,9.6
India,Aircraft,2019,140.0
India,Engines,2017,2.6
India,Engines,2019,5.2
India,Missiles,2016,30.0
India,Missiles,2015,7.2
India,Missiles,2014,15.0
India,Missiles,2013,9.0
India,Missiles,2017,15.6
India,Missiles,1994,6.3
India,Missiles,2019,13.55
India,Missiles,2020,13.55
India,Sensors,2019,18.0
India,Sensors,2020,18.0
India,Engines,2019,2.25
India,Engines,2020,2.25
India,Aircraft,2024,49.5
India,Aircraft,2023,49.5
India,Aircraft,2022,49.5
India,Aircraft,2021,49.5
India,Aircraft,2020,125.0
India,Aircraft,2021,250.0
India,Aircraft,2022,125.0
India,Missiles,2023,4.0
India,Missiles,2019,28.0
India,Missiles,2020,20.0
India,Aircraft,2019,255.0
India,Aircraft,2020,75.0
India,Missiles,2022,10.0
India,Ships,2007,53.3
India,Missiles,2019,28.42
India,Missiles,2020,28.42
India,Aircraft,2010,40.0
India,Aircraft,2011,200.0
India,Aircraft,2019,40.0
India,Missiles,2018,12.0
India,Missiles,2023,7.5
India,Missiles,2024,7.5
Indonesia,Aircraft,2022,0.16
Indonesia,Aircraft,2023,0.16
Indonesia,Sensors,2019,2.0
Indonesia,Sensors,2020,2.0
Indonesia,Engines,2024,1.98
Indonesia,Sensors,2021,5.0
Indonesia,Sensors,2019,5.0
Indonesia,Sensors,2020,6.0
Indonesia,Sensors,2021,10.0
Indonesia,Sensors,2020,10.0
Indonesia,Aircraft,2014,94.05
Indonesia,Aircraft,2015,75.24
Indonesia,Aircraft,2016,94.05
Indonesia,Aircraft,2017,188.1
Indonesia,Sensors,2014,5.0
Indonesia,Aircraft,1997,15.0
Indonesia,Engines,2017,0.12
Indonesia,Aircraft,2017,2.85
Indonesia,Engines,2020,0.6
Indonesia,Aircraft,2015,1.4
Indonesia,Engines,2014,0.09
Indonesia,Missiles,2017,3.5
Indonesia,Missiles,2018,3.5
Indonesia,Sensors,2017,6.0
Indonesia,Sensors,2018,6.0
Indonesia,Engines,2018,2.25
Indonesia,Aircraft,2017,45.0
Indonesia,Aircraft,2018,75.0
Indonesia,Aircraft,2012,35.0
Indonesia,Aircraft,2013,60.0
Indonesia,Aircraft,2014,30.0
Indonesia,Aircraft,2015,0.96
Indonesia,Missiles,2014,2.7
Indonesia,Missiles,2015,2.7
Indonesia,Missiles,2019,2.04
Indonesia,Missiles,2018,2.52
Indonesia,Aircraft,2023,120.0
Indonesia,Aircraft,2024,80.0
Indonesia,Aircraft,2021,1.8
Indonesia,Aircraft,2023,0.9
Indonesia,Aircraft,1990,185.85
Indonesia,Aircraft,2019,0.7
Indonesia,Missiles,2020,2.7
Indonesia,Aircraft,2012,0.4
Indonesia,Aircraft,2011,0.36
Indonesia,Engines,2014,2.6
Indonesia,Engines,2015,2.6
Indonesia,Missiles,1990,2.25
Indonesia,Missiles,1991,2.25
Indonesia,Aircraft,1999,5.6
Indonesia,Sensors,1999,15.0
Indonesia,Sensors,2006,4.5
Indonesia,Sensors,2007,4.5
Indonesia,Sensors,1996,15.0
Indonesia,Sensors,1997,4.5
Indonesia,Sensors,1998,4.5
Indonesia,Aircraft,2006,4.2
Indonesia,Missiles,2019,0.6
Indonesia,Missiles,2022,1.2
Indonesia,Missiles,2021,19.8
Indonesia,Engines,2002,0.5
Indonesia,Engines,2003,0.5
Indonesia,Engines,2004,0.5
Indonesia,Engines,2005,0.5
Indonesia,Sensors,2020,5.0
Indonesia,Sensors,2021,5.0
Indonesia,Missiles,2020,60.0
Indonesia,Missiles,2021,60.0
Indonesia,Engines,2019,0.15
Indonesia,Engines,1994,3.0
Indonesia,Engines,1995,3.0
Indonesia,Engines,1996,1.0
Indonesia,Engines,2000,1.0
Indonesia,Engines,2013,3.0
Indonesia,Engines,2014,2.0
Indonesia,Engines,2019,1.0
Indonesia,Engines,2006,1.0
Indonesia,Engines,2015,1.0
Indonesia,Aircraft,2021,0.12
Indonesia,Aircraft,2022,0.12
Indonesia,Aircraft,2020,5.0
Indonesia,Aircraft,2021,30.0
Indonesia,Aircraft,2022,10.0
Indonesia,Engines,2024,1.15
Indonesia,Engines,1998,0.15
Indonesia,Engines,1999,0.3
Indonesia,Engines,2000,0.15
Indonesia,Aircraft,2013,0.96
Indonesia,Engines,2003,5.0
Indonesia,Engines,2008,10.0
Indonesia,Engines,2007,10.0
Indonesia,Engines,2013,22.0
Indonesia,Engines,2014,13.2
Iraq,Aircraft,2018,0.48
Iraq,Aircraft,2014,0.4
Iraq,Air-defence systems,2013,0.76
Iraq,Air-defence systems,2014,1.26
Iraq,Aircraft,2008,0.4
Iraq,Aircraft,2009,0.2
Iraq,Aircraft,2007,0.6
Iraq,Aircraft,2009,8.0
Iraq,Aircraft,2010,22.0
Iraq,Armoured vehicles,2006,2.5
Iraq,Armoured vehicles,2007,2.5
Iraq,Artillery,2023,8.2
Iraq,Aircraft,2024,6.3
Iraq,Sensors,2009,11.0
Iraq,Armoured vehicles,2004,6.0
Iraq,Armoured vehicles,2005,11.2
Iraq,Armoured vehicles,2011,20.79
Iraq,Missiles,2012,7.5
Iraq,Missiles,2013,2.5
Iraq,Artillery,2011,22.0
Iraq,Missiles,2013,3.75
Iraq,Missiles,2014,5.0
Iraq,Missiles,2014,75.0
Iraq,Armoured vehicles,2015,6.4
Iraq,Armoured vehicles,2016,10.15
Iraq,Armoured vehicles,2014,1.0
Iraq,Armoured vehicles,2015,0.7
Iraq,Missiles,2017,8.5
Iraq,Missiles,2016,3.0
Iraq,Missiles,2018,8.5
Iraq,Armoured vehicles,2015,9.6
Iraq,Armoured vehicles,2015,6.4
Iraq,Aircraft,2012,120.0
Iraq,Aircraft,2013,120.0
Iraq,Ships,2013,18.0
Iraq,Sensors,2013,30.0
Iraq,Sensors,2014,35.0
Iraq,Aircraft,2015,17.6
Iraq,Aircraft,2008,55.0
Iraq,Armoured vehicles,2011,17.99
Iraq,Armoured vehicles,2012,79.04
Iraq,Armoured vehicles,2013,40.59
Iraq,Engines,2016,39.6
Iraq,Engines,2017,13.2
Iraq,Aircraft,2007,2.85
Iraq,Armoured vehicles,2006,52.5
Iraq,Armoured vehicles,2007,79.8
Iraq,Armoured vehicles,2007,7.0
Iraq,Aircraft,2007,49.6
Iraq,Artillery,2012,28.75
Iraq,Artillery,2009,37.5
Iraq,Artillery,2010,37.5
Iraq,Artillery,2011,37.5
Iraq,Armoured vehicles,2007,15.6
Iraq,Armoured vehicles,2006,5.2
Iraq,Armoured vehicles,2008,176.8
Iraq,Armoured vehicles,2009,244.4
Iraq,Missiles,2015,6.0
Iraq,Aircraft,2016,11.0
Iraq,Armoured vehicles,2016,3.2
Iraq,Armoured vehicles,2016,24.0
Iraq,Aircraft,2016,341.0
Iraq,Aircraft,2017,217.0
Iraq,Artillery,2015,10.0
Iraq,Artillery,2016,15.0
Iraq,Artillery,2017,6.12
Iraq,Artillery,2018,6.12
Iraq,Armoured vehicles,2015,40.3
Iraq,Armoured vehicles,2016,65.0
Iraq,Armoured vehicles,2017,24.7
Iraq,Armoured vehicles,2015,97.5
Iraq,Armoured vehicles,2016,169.0
Iraq,Armoured vehicles,2017,74.1
Iraq,Artillery,2024,5.76
Iraq,Missiles,2015,50.0
Iraq,Missiles,2016,100.0
Iraq,Missiles,2017,100.0
Iraq,Armoured vehicles,2014,12.5
Iraq,Armoured vehicles,2015,12.5
Iraq,Armoured vehicles,2017,4.6
Iraq,Aircraft,2008,4.2
Iraq,Aircraft,2009,1.4
Iraq,Aircraft,2007,3.0
Iraq,Aircraft,2008,5.0
Iraq,Aircraft,2009,3.0
Iraq,Aircraft,2005,28.8
Iraq,Aircraft,2004,1.68
Iraq,Armoured vehicles,2008,9.45
Iraq,Armoured vehicles,2010,38.15
Iraq,Armoured vehicles,2011,272.0
Iraq,Armoured vehicles,2012,36.0
Iraq,Armoured vehicles,2010,252.0
Iraq,Missiles,2009,1.4
Iraq,Aircraft,2012,16.5
Iraq,Aircraft,2013,9.9
Iraq,Armoured vehicles,2010,8.32
Iraq,Armoured vehicles,2010,2.0
Iraq,Armoured vehicles,2010,16.0
Iraq,Armoured vehicles,2008,24.4
Iraq,Armoured vehicles,2009,24.4
Iraq,Ships,2010,6.0
Iraq,Ships,2011,30.0
Iraq,Ships,2012,18.0
Iraq,Aircraft,2010,3.3
Iraq,Ships,2012,42.0
Iraq,Armoured vehicles,2011,12.0
Iraq,Armoured vehicles,2012,12.0
Iraq,Armoured vehicles,2013,8.0
Iraq,Sensors,2013,11.0
Iraq,Armoured vehicles,2012,3.15
Iraq,Sensors,2015,8.0
Iraq,Aircraft,2011,3.3
Iraq,Sensors,2015,8.0
Iraq,Sensors,2016,8.0
Iraq,Missiles,2014,8.0
Iraq,Missiles,2013,8.0
Iraq,Armoured vehicles,2014,16.0
Iraq,Sensors,2015,20.0
Iraq,Aircraft,2014,93.0
Iraq,Aircraft,2015,465.0
Iraq,Artillery,2012,9.52
Iraq,Artillery,2013,13.94
Iraq,Artillery,2011,17.34
Iraq,Engines,2016,52.8
Iraq,Armoured vehicles,2005,7.6
Iraq,Engines,2006,1.32
Iraq,Armoured vehicles,2017,17.42
Iraq,Armoured vehicles,2019,16.48
Iraq,Armoured vehicles,2020,2.72
Iraq,Missiles,2016,7.5
Iraq,Sensors,2022,11.0
Iraq,Missiles,2015,7.5
Iraq,Missiles,2015,11.0
Iraq,Missiles,2017,3.0
Iraq,Missiles,2016,3.0
Iraq,Missiles,2016,13.5
Iraq,Missiles,2017,13.5
Iraq,Missiles,2016,5.5
Iraq,Missiles,2017,5.5
Iraq,Missiles,2015,8.64
Iraq,Missiles,2016,18.36
Ireland,Missiles,2006,1.08
Ireland,Engines,1994,2.0
Ireland,Sensors,2007,2.5
Ireland,Sensors,2008,2.5
Israel,Missiles,2023,9.6
Israel,Armoured vehicles,2022,7.04
Israel,Armoured vehicles,2023,6.27
Israel,Missiles,2024,20.8
Israel,Missiles,1991,64.0
Israel,Aircraft,1994,26.0
Israel,Artillery,2008,3.08
Israel,Artillery,2007,3.96
Israel,Artillery,2009,3.96
Israel,Artillery,2002,10.8
Israel,Missiles,2006,10.0
Israel,Armoured vehicles,2024,9.0
Israel,Missiles,2023,18.0
Israel,Engines,2018,2.75
Israel,Engines,2019,2.75
Israel,Engines,2017,8.25
Israel,Engines,2016,2.75
Israel,Engines,2012,5.5
Israel,Engines,2011,5.5
Israel,Sensors,2000,15.0
Israel,Sensors,2001,15.0
Israel,Sensors,1991,10.0
Israel,Sensors,1992,10.0
Israel,Aircraft,2009,20.0
Israel,Aircraft,2010,20.0
Israel,Missiles,1999,6.25
Israel,Missiles,1998,6.25
Israel,Armoured vehicles,2013,0.1
Israel,Armoured vehicles,2014,25.5
Israel,Armoured vehicles,2015,4.4
Israel,Sensors,2015,24.0
Israel,Armoured vehicles,2003,1.5
Israel,Missiles,2016,0.9
Israel,Missiles,2017,0.9
Israel,Missiles,2019,1.8
Israel,Missiles,2020,1.44
Israel,Aircraft,2002,8.55
Israel,Aircraft,2003,14.25
Israel,Aircraft,1990,11.4
Israel,Aircraft,2019,55.0
Israel,Aircraft,2020,220.0
Israel,Aircraft,2021,330.0
Israel,Aircraft,2022,165.0
Israel,Missiles,2023,36.0
Israel,Aircraft,1991,255.0
Israel,Aircraft,1991,427.5
Israel,Aircraft,1992,855.0
Israel,Aircraft,1993,427.5
Israel,Aircraft,1998,1120.0
Israel,Aircraft,1999,350.0
Israel,Aircraft,2013,40.0
Israel,Aircraft,2014,40.0
Israel,Aircraft,2015,40.0
Israel,Missiles,2013,30.0
Israel,Missiles,2016,2.0
Israel,Missiles,2015,30.0
Israel,Missiles,2016,30.0
Israel,Missiles,2010,3.0
Israel,Missiles,2010,23.0
Israel,Missiles,2011,23.0
Israel,Missiles,2012,23.0
Israel,Missiles,2015,23.0
Israel,Missiles,2016,23.0
Israel,Missiles,2017,23.0
Israel,Missiles,2019,8.44
Israel,Missiles,2018,5.56
Israel,Missiles,2023,20.0
Israel,Artillery,2015,7.2
Israel,Aircraft,2016,171.0
Israel,Missiles,2017,40.0
Israel,Missiles,2018,40.0
Israel,Aircraft,2023,28.0
Israel,Aircraft,2006,28.0
Israel,Aircraft,2007,56.0
Israel,Aircraft,2007,56.0
Israel,Aircraft,2016,120.0
Israel,Aircraft,2018,40.0
Israel,Armoured vehicles,1994,0.75
Israel,Aircraft,2004,787.5
Israel,Aircraft,2005,825.0
Israel,Aircraft,2006,262.5
Israel,Aircraft,2016,110.0
Israel,Aircraft,2017,385.0
Israel,Aircraft,2018,275.0
Israel,Aircraft,2019,275.0
Israel,Aircraft,2006,525.0
Israel,Aircraft,2009,112.5
Israel,Aircraft,2007,675.0
Israel,Aircraft,2008,637.5
Israel,Missiles,2019,31.76
Israel,Missiles,1996,13.5
Israel,Missiles,1997,4.5
Israel,Missiles,1994,13.5
Israel,Missiles,1995,13.5
Israel,Aircraft,1992,170.0
Israel,Aircraft,1994,330.4
Israel,Aircraft,1995,82.6
Israel,Armoured vehicles,1995,2.8
Israel,Aircraft,1996,42.0
Israel,Aircraft,1997,6.0
Israel,Armoured vehicles,1994,81.0
Israel,Armoured vehicles,1995,81.0
Israel,Missiles,1999,17.6
Israel,Missiles,2002,18.0
Israel,Missiles,2003,18.0
Israel,Aircraft,2005,170.5
Israel,Aircraft,2006,15.5
Israel,Missiles,2006,10.0
Israel,Aircraft,2006,126.0
Israel,Missiles,2010,1.0
Israel,Missiles,2012,9.0
Israel,Missiles,2011,10.0
Israel,Aircraft,2012,46.5
Israel,Missiles,2007,23.5
Israel,Missiles,2008,23.5
Israel,Missiles,2014,27.0
Israel,Missiles,2015,27.02
Israel,Sensors,2006,18.0
Israel,Aircraft,2011,17.8
Israel,Aircraft,2012,2.0
Israel,Engines,2014,18.0
Israel,Engines,2015,26.0
Israel,Engines,2016,16.0
Israel,Aircraft,1991,30.0
Israel,Engines,2002,11.0
Israel,Engines,2001,11.0
Israel,Engines,2000,11.0
Israel,Aircraft,2023,165.0
Israel,Aircraft,2022,165.0
Israel,Sensors,1990,18.0
Israel,Sensors,1991,22.0
Israel,Sensors,1992,22.0
Israel,Sensors,1993,22.0
Israel,Sensors,1994,6.0
Israel,Aircraft,1992,237.5
Israel,Ships,1994,254.7
Israel,Ships,1995,127.35
Israel,Missiles,1990,4.0
Israel,Missiles,1991,17.0
Israel,Aircraft,1990,28.0
Israel,Aircraft,1991,224.0
Israel,Air-defence systems,1993,47.0
Israel,Missiles,1993,8.0
Israel,Missiles,1994,8.0
Israel,Missiles,1995,8.0
Israel,Missiles,1996,3.52
Israel,Aircraft,1991,28.0
Israel,Aircraft,1990,12.0
Israel,Missiles,1993,12.0
Israel,Missiles,1994,12.0
Israel,Missiles,1995,12.0
Israel,Air-defence systems,1991,94.0
Israel,Aircraft,1993,33.6
Israel,Aircraft,1993,100.8
Israel,Artillery,1994,7.2
Israel,Armoured vehicles,1995,0.6
Israel,Naval weapons,1995,7.0
Israel,Naval weapons,1994,7.0
Israel,Naval weapons,1991,7.0
Israel,Aircraft,1999,280.0
Israel,Artillery,1995,7.2
Israel,Artillery,1997,19.2
Israel,Artillery,1998,24.0
Israel,Artillery,1999,19.2
Israel,Missiles,1991,13.5
Israel,Aircraft,1996,4.8
Israel,Aircraft,1998,108.75
Israel,Missiles,2001,1.8
Israel,Missiles,2002,12.6
Israel,Missiles,1998,2.0
Israel,Missiles,1999,5.6
Israel,Missiles,2000,8.4
Israel,Missiles,2001,9.6
Israel,Aircraft,2000,14.25
Israel,Missiles,2001,6.0
Israel,Missiles,2002,10.8
Israel,Aircraft,2002,174.0
Israel,Aircraft,2001,17.8
Israel,Missiles,2005,16.8
Israel,Missiles,2006,16.8
Israel,Missiles,2003,10.0
Israel,Missiles,2004,10.3
Israel,Missiles,2003,4.0
Israel,Missiles,2004,4.0
Israel,Missiles,2003,7.8
Israel,Missiles,2004,21.0
Israel,Aircraft,2003,17.1
Israel,Aircraft,2006,93.0
Israel,Sensors,2000,15.0
Israel,Sensors,2001,15.0
Israel,Sensors,1995,10.0
Israel,Armoured vehicles,2003,5.2
Israel,Armoured vehicles,2004,10.4
Israel,Aircraft,2004,1.2
Israel,Aircraft,2005,3.12
Israel,Aircraft,2002,45.0
Israel,Aircraft,2005,45.0
Israel,Missiles,2023,40.0
Israel,Missiles,2024,20.0
Israel,Armoured vehicles,2024,12.78
Israel,Armoured vehicles,2023,0.72
Israel,Air-defence systems,2023,20.0
Israel,Missiles,2000,7.0
Israel,Missiles,2001,7.0
Israel,Missiles,2003,20.0
Israel,Missiles,2005,16.8
Israel,Armoured vehicles,2024,75.0
Israel,Armoured vehicles,2023,75.0
Israel,Armoured vehicles,2022,75.0
Israel,Armoured vehicles,2021,75.0
Israel,Armoured vehicles,2020,75.0
Israel,Armoured vehicles,2019,60.0
Israel,Armoured vehicles,2018,60.0
Israel,Armoured vehicles,2017,45.0
Israel,Armoured vehicles,2016,45.0
Israel,Armoured vehicles,2015,45.0
Israel,Armoured vehicles,2014,10.5
Israel,Artillery,2012,35.2
Israel,Missiles,1993,57.0
Israel,Missiles,1992,32.0
Israel,Engines,2005,4.0
Israel,Engines,2004,4.0
Israel,Missiles,2009,5.0
Israel,Ships,2023,40.0
Israel,Ships,2024,40.0
Israel,Missiles,2018,5.0
Israel,Missiles,2019,18.72
Israel,Missiles,2020,20.0
Israel,Missiles,2021,20.0
Israel,Missiles,2022,18.28
Israel,Engines,2001,12.0
Israel,Engines,2002,8.0
Israel,Engines,2003,4.8
Israel,Engines,1992,8.0
Israel,Engines,1993,8.0
Israel,Engines,1994,8.0
Israel,Engines,1995,8.0
Israel,Engines,1996,12.0
Israel,Engines,1997,12.0
Israel,Engines,1998,12.0
Israel,Engines,1999,12.0
Israel,Engines,2000,12.0
Israel,Engines,1991,8.0
Israel,Engines,1990,8.0
Israel,Missiles,2005,5.0
Israel,Missiles,2006,5.0
Israel,Missiles,2002,20.0
Italy,Aircraft,2015,1.6
Italy,Aircraft,2012,50.0
Italy,Aircraft,2016,4.4
Italy,Sensors,1994,15.0
Italy,Missiles,2013,5.12
Italy,Missiles,2014,16.0
Italy,Missiles,2015,16.0
Italy,Missiles,2016,16.0
Italy,Missiles,2017,16.0
Italy,Aircraft,2014,40.0
Italy,Aircraft,2015,80.0
Italy,Aircraft,2016,80.0
Italy,Aircraft,2017,80.0
Italy,Aircraft,2018,40.0
Italy,Naval weapons,1991,28.75
Italy,Naval weapons,1992,28.75
Italy,Missiles,2004,13.44
Italy,Missiles,2003,13.44
Italy,Engines,2009,14.0
Italy,Engines,2008,28.0
Italy,Engines,2013,14.0
Italy,Engines,2014,7.0
Italy,Engines,2007,14.0
Italy,Engines,2015,7.0
Italy,Engines,2016,7.0
Italy,Engines,2017,7.0
Italy,Engines,2018,7.0
Italy,Engines,2019,7.0
Italy,Aircraft,2015,4.0
Italy,Engines,1994,1.35
Italy,Engines,1993,1.35
Italy,Engines,1992,1.35
Italy,Engines,1991,1.35
Italy,Engines,1990,1.35
Italy,Engines,1995,0.9
Italy,Sensors,1990,24.0
Italy,Aircraft,2004,10.0
Italy,Sensors,2011,2.0
Italy,Sensors,2012,6.0
Italy,Sensors,2013,2.0
Italy,Sensors,2014,10.0
Italy,Sensors,2015,14.0
Italy,Sensors,2016,14.0
Italy,Sensors,2017,14.0
Italy,Sensors,2018,14.0
Italy,Sensors,2019,16.0
Italy,Aircraft,2010,13.0
Italy,Armoured vehicles,1993,7.2
Italy,Aircraft,2003,246.84
Italy,Aircraft,2004,246.84
Italy,Sensors,1990,11.0
Italy,Aircraft,1996,81.0
Italy,Aircraft,1995,27.0
Italy,Aircraft,1997,243.0
Italy,Aircraft,1995,10.0
Italy,Aircraft,2007,5.0
Italy,Aircraft,1998,5.0
Italy,Aircraft,1997,10.0
Italy,Aircraft,2005,5.0
Italy,Aircraft,2004,5.0
Italy,Aircraft,1994,10.0
Italy,Aircraft,1990,10.0
Italy,Aircraft,1992,10.0
Italy,Aircraft,1991,10.0
Italy,Aircraft,1993,10.0
Italy,Aircraft,1996,10.0
Italy,Sensors,2004,8.0
Italy,Sensors,2003,6.0
Italy,Sensors,2002,6.0
Italy,Sensors,1993,20.0
Italy,Missiles,2020,1.25
Italy,Missiles,2021,1.25
Italy,Aircraft,2012,13.0
Italy,Aircraft,2016,28.0
Italy,Aircraft,2018,28.0
Italy,Aircraft,1990,7.0
Italy,Aircraft,1991,7.0
Italy,Aircraft,1992,7.0
Italy,Aircraft,1993,6.3
Italy,Aircraft,1991,26.0
Italy,Aircraft,1992,39.0
Italy,Aircraft,1993,19.5
Italy,Aircraft,2011,225.0
Italy,Aircraft,2012,75.0
Italy,Engines,1993,28.0
Italy,Missiles,2002,9.0
Italy,Missiles,2003,9.8
Italy,Sensors,1990,15.0
Italy,Sensors,1991,15.0
Italy,Engines,2004,9.0
Italy,Engines,2003,9.0
Italy,Engines,2002,9.0
Italy,Engines,2001,9.0
Italy,Engines,2005,9.0
Italy,Armoured vehicles,2008,3.5
Italy,Missiles,2006,5.0
Italy,Missiles,2007,5.0
Italy,Aircraft,2005,4.0
Italy,Sensors,2012,7.5
Italy,Missiles,1998,1.0
Italy,Missiles,1997,1.0
Italy,Missiles,2003,28.0
Italy,Missiles,2000,13.2
Italy,Missiles,2001,24.0
Italy,Missiles,2002,28.0
Italy,Engines,2011,2.0
Italy,Engines,2012,2.0
Italy,Engines,2013,2.0
Italy,Engines,2014,2.0
Italy,Engines,2015,4.0
Italy,Engines,2016,14.0
Italy,Engines,2017,8.0
Italy,Engines,2018,2.0
Italy,Engines,2019,4.0
Italy,Engines,2021,4.0
Italy,Engines,2022,8.0
Italy,Missiles,2015,5.0
Italy,Missiles,2016,5.0
Italy,Aircraft,2013,0.4
Italy,Missiles,1990,1.2
Italy,Missiles,1991,2.4
Italy,Missiles,1992,2.4
Italy,Missiles,1993,2.4
Italy,Missiles,1994,2.4
Italy,Missiles,1995,2.4
Italy,Missiles,1996,1.2
Italy,Sensors,1993,22.0
Italy,Sensors,1994,22.0
Italy,Aircraft,1991,40.0
Italy,Missiles,1992,2.0
Italy,Missiles,1993,18.5
Italy,Aircraft,1994,81.0
Italy,Missiles,1992,5.5
Italy,Missiles,1993,5.5
Italy,Missiles,1996,2.1
Italy,Missiles,1997,4.2
Italy,Missiles,1997,8.4
Italy,Missiles,1996,4.8
Italy,Armoured vehicles,2002,5.94
Italy,Missiles,1994,11.5
Italy,Missiles,1995,50.0
Italy,Missiles,1996,50.0
Italy,Engines,2008,12.0
Italy,Engines,2006,6.0
Italy,Engines,2007,18.0
Italy,Sensors,2005,11.0
Italy,Sensors,2006,11.0
Italy,Missiles,1990,22.0
Italy,Missiles,2002,14.5
Italy,Missiles,2003,13.75
Italy,Engines,2002,0.64
Italy,Engines,2000,0.64
Italy,Engines,2001,0.72
Italy,Engines,2020,1.2
Italy,Engines,2021,1.8
Italy,Missiles,2020,0.5
Italy,Missiles,2021,0.5
Italy,Aircraft,2024,385.0
Italy,Aircraft,2023,275.0
Italy,Aircraft,2022,110.0
Italy,Aircraft,2021,110.0
Italy,Aircraft,2020,110.0
Italy,Aircraft,2019,55.0
Italy,Aircraft,2018,55.0
Italy,Aircraft,2017,220.0
Italy,Aircraft,2016,220.0
Italy,Aircraft,2015,55.0
Italy,Missiles,2020,0.5
Italy,Missiles,2021,0.5
Italy,Missiles,2017,11.4
