Recipient,Armament category,Delivery year,Total TIV
Malaysia,Other,2003,12.6
Malaysia,Missiles,2007,12.0
Malaysia,Aircraft,2022,18.0
Malaysia,Sensors,2017,3.3
Malaysia,Sensors,2016,3.3
Malaysia,Sensors,2022,7.5
Malaysia,Aircraft,1995,140.0
Malaysia,Engines,2023,1.0
Malaysia,Missiles,2011,1.2
Malaysia,Aircraft,2013,0.08
Mali,Engines,2020,5.0
Mali,Aircraft,1998,4.25
Mali,Aircraft,1997,8.5
Mali,Aircraft,1994,0.42
Malta,Aircraft,2012,7.5
Malta,Aircraft,2017,7.5
Malta,Aircraft,2011,7.5
Malta,Ships,2002,4.2
Malta,Ships,2004,4.2
Mauritania,Aircraft,2014,2.0
Mauritania,Aircraft,1998,4.25
Mexico,Aircraft,2016,21.75
Mexico,Aircraft,2017,14.5
Mexico,Aircraft,2015,7.25
Mexico,Aircraft,2016,29.0
Mexico,Aircraft,2017,94.25
Mexico,Aircraft,1996,20.96
Mexico,Missiles,2020,6.0
Mexico,Missiles,2020,3.0
Mexico,Aircraft,2011,21.75
Mexico,Aircraft,2016,1.5
Mexico,Aircraft,2017,1.5
Mexico,Engines,2011,2.4
Mexico,Engines,2003,7.2
Mexico,Engines,2001,2.4
Mexico,Engines,2000,4.8
Mexico,Engines,1999,7.2
Mexico,Engines,1998,2.4
Mexico,Engines,2012,2.4
Mexico,Aircraft,2017,14.5
Mexico,Aircraft,2015,15.0
Mexico,Aircraft,2016,15.0
Mexico,Aircraft,2000,0.22
Mexico,Aircraft,2015,22.0
Mexico,Aircraft,2016,22.0
Mexico,Aircraft,2015,5.7
Mexico,Missiles,2020,3.2
Mexico,Aircraft,2008,23.0
Mexico,Aircraft,2015,33.0
Mexico,Aircraft,2016,66.0
Mexico,Aircraft,2014,12.0
Mexico,Aircraft,2016,12.0
Mexico,Aircraft,2017,6.0
Mexico,Aircraft,2018,4.0
Mexico,Aircraft,2015,11.0
Mexico,Aircraft,2016,5.5
Mexico,Aircraft,2014,4.0
Mexico,Aircraft,2012,12.0
Mexico,Armoured vehicles,2013,2.8
Mexico,Armoured vehicles,2014,3.22
Mexico,Armoured vehicles,2012,2.8
Mexico,Aircraft,2015,18.0
Mexico,Aircraft,2016,6.0
Mexico,Aircraft,2016,32.0
Mexico,Aircraft,2017,16.0
Mexico,Aircraft,2016,7.92
Mexico,Armoured vehicles,2015,13.0
Mexico,Armoured vehicles,2016,13.0
Mexico,Aircraft,2011,21.75
Mexico,Aircraft,2015,58.0
Mexico,Missiles,2020,3.22
Mexico,Naval weapons,2020,5.0
Mexico,Aircraft,1997,4.48
Mexico,Aircraft,2010,15.0
Mexico,Engines,2010,2.0
Mexico,Aircraft,2009,25.0
Mexico,Sensors,2012,11.0
Mexico,Sensors,2013,33.0
Mexico,Engines,2011,3.0
Mexico,Engines,2012,9.0
Mexico,Aircraft,2000,0.1
Mexico,Armoured vehicles,2011,22.96
Mexico,Armoured vehicles,2010,0.84
Mexico,Armoured vehicles,2011,11.2
Mexico,Aircraft,1998,0.88
Mexico,Aircraft,2004,44.8
Mexico,Aircraft,2009,2.0
Mexico,Aircraft,1993,45.54
Mexico,Aircraft,1996,15.18
Mexico,Aircraft,1990,2.8
Mexico,Aircraft,1990,18.5
Mexico,Ships,1990,3.12
Mexico,Ships,1991,1.56
Mexico,Aircraft,1993,7.0
Mexico,Aircraft,1994,1.2
Mexico,Aircraft,1991,14.5
Mexico,Aircraft,1991,0.8
Mexico,Aircraft,1992,0.8
Mexico,Ships,1993,88.0
Mexico,Ships,2001,30.17
Mexico,Ships,2002,30.17
Mexico,Armoured vehicles,1994,5.6
Mexico,Aircraft,1994,29.0
Mexico,Ships,1993,9.8
Mexico,Ships,1994,9.8
Mexico,Ships,1997,220.0
Mexico,Sensors,2004,5.0
Mexico,Aircraft,1994,0.26
Mexico,Aircraft,1994,8.4
Mexico,Aircraft,1999,9.2
Mexico,Aircraft,2000,4.6
Mexico,Aircraft,2002,9.2
Mexico,Aircraft,1998,2.1
Mexico,Aircraft,1999,9.0
Mexico,Aircraft,2000,4.14
Mexico,Ships,2000,110.0
Mexico,Ships,1996,2.8
Mexico,Missiles,1998,3.0
Mexico,Ships,1996,2.0
Mexico,Ships,1999,3.0
Mexico,Aircraft,2000,0.26
Mexico,Aircraft,2000,0.25
Mexico,Sensors,2004,5.0
Mexico,Sensors,2005,7.5
Mexico,Sensors,2006,7.5
Mexico,Ships,2001,110.0
Mexico,Sensors,2004,27.5
Mexico,Aircraft,2006,1.8
Mexico,Engines,2004,7.8
Mexico,Aircraft,2002,20.0
Mexico,Sensors,2010,5.0
Mexico,Engines,2015,2.0
Mexico,Engines,2010,2.0
Mexico,Engines,2012,3.0
Mexico,Engines,2011,1.0
Mexico,Sensors,2006,20.0
Mexico,Sensors,2011,2.5
Mexico,Sensors,2012,7.5
Mexico,Sensors,2015,5.0
Mexico,Aircraft,1992,5.2
Mexico,Aircraft,2018,1.0
Mexico,Aircraft,2014,8.55
Mexico,Aircraft,2015,2.85
Mexico,Aircraft,1997,55.54
Montenegro,Aircraft,2018,15.0
Montenegro,Aircraft,2020,0.9
Montenegro,Aircraft,2021,0.9
Montenegro,Armoured vehicles,2024,5.4
Montenegro,Armoured vehicles,2022,1.8
Montenegro,Armoured vehicles,2020,3.6
Morocco,Armoured vehicles,2017,56.28
Morocco,Armoured vehicles,2019,2.4
Morocco,Aircraft,2022,25.0
Morocco,Armoured vehicles,2009,2.6
Morocco,Armoured vehicles,2010,8.6
Morocco,Armoured vehicles,2011,0.9
Morocco,Armoured vehicles,2013,14.6
Morocco,Missiles,2021,2.4
Morocco,Missiles,2015,9.0
Morocco,Missiles,2016,9.0
Morocco,Missiles,2014,1.8
Morocco,Missiles,2015,1.8
Morocco,Missiles,2017,6.0
Morocco,Sensors,2010,18.0
Morocco,Armoured vehicles,2016,200.0
Morocco,Armoured vehicles,2017,368.0
Morocco,Armoured vehicles,2018,320.0
Morocco,Armoured vehicles,2019,19.32
Morocco,Armoured vehicles,2022,324.0
Morocco,Armoured vehicles,2023,324.0
Morocco,Sensors,2013,20.0
Morocco,Sensors,2012,20.0
Morocco,Missiles,2017,3.0
Morocco,Missiles,2018,3.0
Morocco,Missiles,2015,0.4
Morocco,Missiles,2017,1.4
Morocco,Aircraft,2019,22.0
Morocco,Aircraft,2018,5.7
Morocco,Artillery,2016,35.0
Morocco,Missiles,2010,2.8
Morocco,Missiles,2011,2.8
Morocco,Missiles,2013,5.0
Morocco,Sensors,2011,12.0
Morocco,Armoured vehicles,2016,33.0
Morocco,Ships,1994,30.17
Morocco,Armoured vehicles,1996,4.32
Morocco,Artillery,2000,7.2
Morocco,Armoured vehicles,2006,19.9
Morocco,Artillery,2012,30.0
Morocco,Aircraft,2011,40.0
Morocco,Aircraft,2012,8.0
Morocco,Missiles,2012,2.2
Morocco,Missiles,2011,4.4
Morocco,Sensors,2011,16.0
Morocco,Engines,2010,6.0
Morocco,Engines,2011,6.0
Morocco,Engines,1990,7.0
Morocco,Missiles,2013,0.2
Morocco,Armoured vehicles,1999,8.28
Morocco,Missiles,2020,3.24
Morocco,Missiles,2021,3.24
Morocco,Aircraft,2011,372.0
Morocco,Aircraft,2012,372.0
Morocco,Engines,2014,7.0
Morocco,Aircraft,1990,21.0
Morocco,Armoured vehicles,1991,43.2
Morocco,Armoured vehicles,1994,86.4
Morocco,Armoured vehicles,1993,86.4
Morocco,Aircraft,1996,10.08
Morocco,Air-defence systems,1997,0.32
Morocco,Air-defence systems,1996,20.0
Morocco,Artillery,1997,26.4
Morocco,Armoured vehicles,1997,100.8
Morocco,Armoured vehicles,1997,5.04
Morocco,Armoured vehicles,1997,4.32
Morocco,Missiles,2018,4.0
Morocco,Missiles,2019,4.0
Morocco,Missiles,2020,4.0
Morocco,Armoured vehicles,2013,4.8
Morocco,Aircraft,2015,35.64
Namibia,Aircraft,1994,0.84
Namibia,Aircraft,1995,2.4
Namibia,Engines,2012,5.0
Nepal,Engines,2019,1.0
Nepal,Aircraft,2019,1.1
Netherlands,Missiles,2007,12.8
Netherlands,Missiles,2009,12.8
Netherlands,Missiles,2009,40.0
Netherlands,Aircraft,2022,30.0
Netherlands,Missiles,2023,7.96
Netherlands,Missiles,2018,0.5
Netherlands,Missiles,2017,0.5
Netherlands,Missiles,2021,2.0
Netherlands,Missiles,2019,2.0
Netherlands,Missiles,2020,5.0
Netherlands,Missiles,2022,15.6
Netherlands,Missiles,2023,9.6
Netherlands,Sensors,2013,6.0
Netherlands,Sensors,2012,4.0
Netherlands,Sensors,2011,4.0
Netherlands,Sensors,2010,6.0
Netherlands,Sensors,2015,2.0
Netherlands,Sensors,2016,4.0
Netherlands,Aircraft,1995,1.72
Netherlands,Missiles,2019,8.0
Netherlands,Missiles,2020,8.0
Netherlands,Missiles,2021,8.0
Netherlands,Missiles,2022,8.0
Netherlands,Missiles,2017,8.0
Netherlands,Missiles,2015,8.0
Netherlands,Missiles,2016,8.0
Netherlands,Missiles,2018,8.0
Netherlands,Aircraft,2024,220.0
Netherlands,Sensors,2016,15.0
Netherlands,Sensors,2017,14.0
Netherlands,Engines,2017,0.24
Netherlands,Sensors,2001,10.0
Netherlands,Naval weapons,2002,20.0
Netherlands,Naval weapons,2003,20.0
Netherlands,Naval weapons,2004,20.0
Netherlands,Naval weapons,2005,20.0
Netherlands,Engines,2016,0.12
Netherlands,Engines,2017,0.24
Netherlands,Missiles,2021,10.0
Netherlands,Missiles,2022,2.5
Netherlands,Air-defence systems,2006,220.0
Netherlands,Missiles,2020,5.0
Netherlands,Aircraft,2021,40.0
Netherlands,Aircraft,2022,20.0
Netherlands,Aircraft,2023,60.0
Netherlands,Missiles,1993,2.08
Netherlands,Missiles,1994,6.0
Netherlands,Missiles,1995,8.0
Netherlands,Missiles,1996,16.0
Netherlands,Missiles,1997,16.0
Netherlands,Missiles,1998,10.0
Netherlands,Missiles,2009,4.8
Netherlands,Missiles,2004,4.0
Netherlands,Missiles,2008,4.8
Netherlands,Missiles,2007,4.8
Netherlands,Missiles,2006,4.8
Netherlands,Missiles,2005,4.0
Netherlands,Missiles,2011,4.0
Netherlands,Missiles,2010,4.8
Netherlands,Missiles,2003,3.2
Netherlands,Missiles,2013,20.8
Netherlands,Aircraft,1996,67.2
Netherlands,Missiles,1990,22.5
Netherlands,Missiles,1991,30.0
Netherlands,Missiles,1991,7.2
Netherlands,Missiles,1992,7.2
Netherlands,Missiles,1993,7.2
Netherlands,Missiles,1994,7.2
Netherlands,Missiles,1995,7.2
Netherlands,Aircraft,1990,206.5
Netherlands,Aircraft,1991,206.5
Netherlands,Aircraft,1992,144.55
Netherlands,Missiles,2016,6.0
Netherlands,Missiles,1998,4.0
Netherlands,Missiles,1999,16.0
Netherlands,Missiles,2000,16.0
Netherlands,Missiles,2001,16.0
Netherlands,Missiles,2002,12.0
Netherlands,Missiles,2003,5.92
Netherlands,Missiles,2012,6.0
Netherlands,Missiles,2013,6.06
Netherlands,Missiles,2018,40.0
Netherlands,Missiles,2019,40.0
Netherlands,Missiles,2020,40.0
Netherlands,Missiles,2021,20.0
Netherlands,Engines,2021,0.18
Netherlands,Missiles,2022,1.0
Netherlands,Naval weapons,1991,10.0
Netherlands,Naval weapons,1992,5.0
Netherlands,Naval weapons,1993,10.0
Netherlands,Naval weapons,1994,10.0
Netherlands,Naval weapons,1995,5.0
Netherlands,Missiles,2019,2.8
Netherlands,Missiles,2003,12.3
Netherlands,Missiles,2004,24.6
Netherlands,Missiles,2005,12.3
Netherlands,Engines,2013,2.25
Netherlands,Engines,2012,0.75
Netherlands,Missiles,2023,5.0
Netherlands,Missiles,2024,5.0
Netherlands,Aircraft,2020,240.0
Netherlands,Aircraft,2021,40.0
Netherlands,Missiles,2010,2.0
Netherlands,Missiles,2009,2.0
Netherlands,Missiles,1996,10.0
Netherlands,Other,1995,10.0
Netherlands,Other,1994,10.0
Netherlands,Aircraft,2012,0.48
Netherlands,Missiles,2007,2.4
Netherlands,Missiles,2006,2.4
Netherlands,Missiles,2008,2.4
Netherlands,Missiles,2008,1.12
Netherlands,Missiles,2005,6.18
Netherlands,Missiles,2003,2.0
Netherlands,Missiles,2004,6.18
Netherlands,Aircraft,2013,0.24
Netherlands,Engines,2008,0.18
Netherlands,Engines,2007,0.15
Netherlands,Engines,2009,0.27
Netherlands,Engines,2006,0.75
Netherlands,Engines,2008,0.39
Netherlands,Engines,2009,0.42
Netherlands,Engines,2009,0.42
Netherlands,Aircraft,2012,80.0
Netherlands,Aircraft,2013,40.0
Netherlands,Aircraft,1998,62.0
Netherlands,Aircraft,1999,77.5
Netherlands,Aircraft,2000,62.0
Netherlands,Aircraft,2001,108.5
Netherlands,Aircraft,2002,155.0
Netherlands,Missiles,2016,5.0
Netherlands,Missiles,1991,3.6
Netherlands,Missiles,1992,3.6
Netherlands,Missiles,1993,3.6
Netherlands,Missiles,1994,3.6
Netherlands,Missiles,1995,3.6
Netherlands,Missiles,1993,17.4
Netherlands,Missiles,1994,17.4
Netherlands,Aircraft,1998,72.0
Netherlands,Aircraft,1999,36.0
Netherlands,Missiles,1990,13.5
Netherlands,Missiles,1992,13.5
Netherlands,Missiles,1993,13.5
Netherlands,Missiles,1994,12.6
Netherlands,Missiles,2000,1.8
Netherlands,Missiles,1998,5.5
Netherlands,Missiles,1999,5.5
Netherlands,Missiles,2000,5.5
Netherlands,Missiles,2001,5.5
Netherlands,Missiles,2002,5.5
Netherlands,Missiles,1996,2.75
Netherlands,Missiles,1998,40.0
Netherlands,Missiles,1999,40.0
Netherlands,Missiles,1999,5.4
Netherlands,Missiles,2000,6.6
Netherlands,Aircraft,1997,0.45
Netherlands,Missiles,2002,4.8
Netherlands,Missiles,1990,25.0
Netherlands,Missiles,1991,25.0
Netherlands,Missiles,1992,25.0
Netherlands,Missiles,1993,25.0
Netherlands,Missiles,1994,12.5
Netherlands,Sensors,2001,7.5
Netherlands,Sensors,1996,3.0
Netherlands,Sensors,1997,45.0
Netherlands,Sensors,1998,60.0
Netherlands,Sensors,1999,57.0
Netherlands,Sensors,2000,30.0
Netherlands,Sensors,2002,4.5
Netherlands,Sensors,2003,1.5
Netherlands,Aircraft,2004,40.0
Netherlands,Sensors,2005,5.0
Netherlands,Aircraft,2010,22.4
Netherlands,Sensors,2001,10.0
Netherlands,Sensors,1999,3.0
Netherlands,Missiles,2016,5.04
Netherlands,Missiles,2018,3.06
Netherlands,Missiles,2022,4.14
Netherlands,Aircraft,2023,220.0
Netherlands,Aircraft,2019,440.0
Netherlands,Aircraft,2022,605.0
Netherlands,Aircraft,2021,385.0
Netherlands,Aircraft,2020,275.0
Netherlands,Aircraft,2013,110.0
Netherlands,Aircraft,2018,0.42
Netherlands,Aircraft,1994,56.0
Netherlands,Aircraft,2022,30.0
Netherlands,Aircraft,2023,60.0
Netherlands,Aircraft,2024,90.0
Netherlands,Missiles,1995,2.5
Netherlands,Missiles,1994,2.5
Netherlands,Other,2007,0.85
Netherlands,Missiles,2005,3.5
Netherlands,Missiles,2006,3.5
New Zealand,Aircraft,2014,14.0
New Zealand,Aircraft,2015,8.0
New Zealand,Naval weapons,1999,5.25
New Zealand,Naval weapons,1997,5.25
New Zealand,Naval weapons,1997,20.0
New Zealand,Naval weapons,1999,20.0
New Zealand,Missiles,2014,0.3
New Zealand,Aircraft,1997,4.8
New Zealand,Aircraft,1998,9.6
New Zealand,Aircraft,1998,3.42
New Zealand,Aircraft,2001,45.0
New Zealand,Aircraft,2002,15.0
New Zealand,Naval weapons,1995,7.0
New Zealand,Naval weapons,1996,7.0
New Zealand,Aircraft,2014,45.0
New Zealand,Aircraft,2015,75.0
New Zealand,Engines,2023,1.29
New Zealand,Sensors,1990,12.0
New Zealand,Sensors,1991,6.0
New Zealand,Missiles,1992,9.0
New Zealand,Missiles,1997,2.4
New Zealand,Missiles,1999,2.6
New Zealand,Sensors,1997,5.0
New Zealand,Sensors,1999,5.0
New Zealand,Aircraft,1997,1.05
New Zealand,Aircraft,2003,15.0
New Zealand,Missiles,2006,0.72
New Zealand,Missiles,2007,1.32
New Zealand,Missiles,2008,2.88
New Zealand,Engines,1999,7.0
New Zealand,Engines,1997,7.0
New Zealand,Other,2004,30.6
New Zealand,Other,2004,30.6
New Zealand,Other,2003,30.6
New Zealand,Aircraft,2024,200.0
New Zealand,Missiles,2023,15.0
New Zealand,Missiles,2022,5.0
New Zealand,Missiles,2021,4.55
New Zealand,Engines,2003,2.6
New Zealand,Engines,2004,2.65
New Zealand,Aircraft,2023,375.0
New Zealand,Aircraft,2022,125.0
New Zealand,Aircraft,2018,5.7
New Zealand,Aircraft,2020,2.85
New Zealand,Aircraft,2019,2.85
Niger,Aircraft,2015,7.26
Niger,Armoured vehicles,2016,0.4
Niger,Armoured vehicles,2019,2.6
Niger,Armoured vehicles,2020,4.4
Niger,Armoured vehicles,2021,3.2
Niger,Aircraft,2021,11.2
Niger,Aircraft,2022,11.2
Niger,Aircraft,2013,2.0
Niger,Aircraft,2015,2.0
Nigeria,Aircraft,2023,2.85
Nigeria,Aircraft,2024,2.85
Nigeria,Missiles,2021,4.0
Nigeria,Armoured vehicles,2016,1.28
Nigeria,Aircraft,2015,7.2
Nigeria,Aircraft,2016,3.6
Nigeria,Aircraft,2018,3.6
Nigeria,Engines,2024,4.0
Nigeria,Engines,2023,2.0
Nigeria,Armoured vehicles,2016,1.6
Nigeria,Engines,2021,1.25
Nigeria,Aircraft,2014,8.55
Nigeria,Aircraft,1990,0.13
Nigeria,Aircraft,1993,1.56
Nigeria,Aircraft,1991,0.13
Nigeria,Aircraft,1995,1.56
Nigeria,Aircraft,1996,1.56
Nigeria,Aircraft,1994,1.56
Nigeria,Aircraft,1997,1.17
Nigeria,Engines,2017,1.25
Nigeria,Ships,2002,4.0
Nigeria,Ships,2003,12.0
Nigeria,Ships,2011,54.0
Nigeria,Engines,1994,1.98
Nigeria,Engines,1993,2.31
Nigeria,Engines,1992,2.75
Nigeria,Ships,2014,54.0
North Macedonia,Armoured vehicles,2024,1.08
North Macedonia,Armoured vehicles,2023,4.68
North Macedonia,Armoured vehicles,2022,1.08
North Macedonia,Aircraft,2001,0.14
North Macedonia,Armoured vehicles,2006,0.13
North Macedonia,Artillery,1998,3.24
North Macedonia,Artillery,1999,3.24
North Macedonia,Aircraft,2000,5.0
Norway,Sensors,1990,35.0
Norway,Sensors,1998,10.0
Norway,Sensors,1996,50.0
Norway,Sensors,1997,50.0
Norway,Sensors,1995,10.0
Norway,Missiles,2024,3.6
Norway,Armoured vehicles,1993,13.6
Norway,Armoured vehicles,1996,12.6
Norway,Naval weapons,2011,20.0
Norway,Naval weapons,2009,20.0
Norway,Naval weapons,2008,20.0
Norway,Naval weapons,2007,20.0
Norway,Naval weapons,2006,20.0
Norway,Missiles,2014,1.0
Norway,Missiles,2018,21.6
Norway,Missiles,2012,14.0
Norway,Missiles,2011,12.0
Norway,Missiles,2006,2.0
Norway,Missiles,2007,12.0
Norway,Missiles,2008,12.0
Norway,Missiles,2009,4.0
Norway,Missiles,2013,14.0
Norway,Sensors,2005,3.0
Norway,Sensors,2006,3.0
Norway,Sensors,2003,4.0
Norway,Sensors,2004,5.0
Norway,Missiles,1997,4.0
Norway,Missiles,1998,4.0
Norway,Missiles,1999,4.0
Norway,Missiles,1996,0.16
Norway,Missiles,2015,2.38
Norway,Missiles,2016,2.38
Norway,Sensors,2008,9.0
Norway,Sensors,2006,9.0
Norway,Sensors,2007,9.0
Norway,Sensors,2009,9.0
Norway,Sensors,2011,9.0
Norway,Aircraft,2022,500.0
Norway,Aircraft,2021,125.0
Norway,Engines,2019,3.0
Norway,Missiles,2020,1.0
Norway,Missiles,1998,33.6
Norway,Missiles,1999,60.0
Norway,Missiles,2000,60.0
Norway,Missiles,2001,46.4
Norway,Missiles,2006,7.89
Norway,Missiles,2007,7.89
Norway,Missiles,1998,3.0
Norway,Missiles,1997,3.0
Norway,Engines,2011,2.4
Norway,Engines,2010,4.8
Norway,Engines,2012,4.8
Norway,Engines,2013,2.4
Norway,Engines,2010,6.0
Norway,Engines,2011,3.0
Norway,Engines,2012,6.0
Norway,Engines,2013,3.0
Norway,Missiles,1990,10.0
Norway,Missiles,1991,10.0
Norway,Missiles,1992,10.0
Norway,Missiles,1993,10.0
Norway,Missiles,1994,10.0
Norway,Missiles,1995,6.12
Norway,Artillery,1997,7.2
Norway,Artillery,1998,7.2
Norway,Sensors,2001,1.0
Norway,Sensors,2002,2.0
Norway,Armoured vehicles,1996,3.0
Norway,Sensors,2008,20.0
Norway,Sensors,2006,20.0
Norway,Sensors,2007,20.0
Norway,Sensors,2009,20.0
Norway,Sensors,2011,20.0
Norway,Sensors,2002,6.0
Norway,Sensors,1996,3.0
Norway,Sensors,1997,15.0
Norway,Sensors,1998,15.0
Norway,Sensors,1999,15.0
Norway,Sensors,2000,15.0
Norway,Sensors,2001,15.0
Norway,Sensors,2003,5.0
Norway,Missiles,2018,9.0
Norway,Missiles,2021,9.0
Norway,Missiles,2020,9.0
Norway,Missiles,2022,9.0
Norway,Engines,2008,7.0
Norway,Engines,2006,7.0
Norway,Engines,2007,7.0
Norway,Engines,2009,7.0
Norway,Engines,2011,7.0
Norway,Missiles,2022,18.0
Norway,Missiles,2023,18.0
Norway,Missiles,2023,2.0
Norway,Missiles,1995,21.6
Norway,Missiles,1996,39.2
Norway,Missiles,1997,23.2
Norway,Aircraft,2008,40.0
Norway,Aircraft,2009,40.0
Norway,Aircraft,2010,80.0
Norway,Aircraft,2012,40.0
Norway,Aircraft,1990,66.9
Norway,Aircraft,2024,330.0
Norway,Aircraft,2023,165.0
Norway,Aircraft,2022,165.0
Norway,Aircraft,2021,330.0
Norway,Aircraft,2020,330.0
Norway,Aircraft,2019,330.0
Norway,Aircraft,2018,330.0
Norway,Aircraft,2017,330.0
Norway,Aircraft,2016,110.0
Norway,Aircraft,2015,110.0
Norway,Engines,2009,1.8
Norway,Engines,2008,1.8
Norway,Missiles,2009,3.0
Norway,Missiles,2008,3.0
Oman,Missiles,2016,2.0
Oman,Missiles,2006,12.0
Oman,Aircraft,2014,372.0
Oman,Missiles,1993,3.63
Oman,Missiles,1994,3.74
Oman,Missiles,1995,3.63
Oman,Sensors,2014,12.0
Oman,Aircraft,2013,40.0
Oman,Aircraft,2014,40.0
Oman,Aircraft,2015,5.6
Oman,Aircraft,2016,8.4
Oman,Missiles,2020,4.0
Oman,Missiles,2021,4.0
Oman,Missiles,2009,3.0
Oman,Missiles,2010,3.0
Oman,Sensors,2014,16.0
Oman,Armoured vehicles,1996,25.2
Oman,Missiles,2017,2.16
Oman,Missiles,2006,3.75
Oman,Missiles,2007,3.75
Oman,Missiles,2006,1.68
Oman,Missiles,2005,2.0
Oman,Sensors,2014,6.0
Oman,Missiles,2006,30.0
Oman,Missiles,2014,9.0
Oman,Missiles,2014,3.0
Oman,Air-defence systems,2016,11.34
Oman,Missiles,2016,21.28
Oman,Missiles,2014,16.2
Oman,Sensors,2016,5.0
Oman,Armoured vehicles,1990,36.12
Oman,Missiles,1997,1.0
Oman,Missiles,1998,12.1
Oman,Aircraft,2005,124.0
Oman,Aircraft,2006,186.0
Oman,Aircraft,2008,62.0
Oman,Armoured vehicles,1997,3.0
Oman,Sensors,1994,12.0
Oman,Sensors,1995,6.0
Oman,Missiles,2002,2.81
Oman,Missiles,2003,2.81
Oman,Missiles,2006,18.0
Oman,Missiles,2006,12.0
Oman,Sensors,2006,4.0
Oman,Sensors,2008,3.0
Oman,Sensors,2005,3.0
Oman,Sensors,2007,4.0
Oman,Sensors,2006,7.0
Oman,Aircraft,1993,2.1
Oman,Sensors,2008,3.0
Oman,Sensors,2007,4.0
Oman,Sensors,2006,4.0
Oman,Sensors,2005,3.0
Oman,Engines,1997,0.45
Oman,Engines,1996,1.5
Oman,Engines,1995,0.45
Oman,Engines,2003,0.3
Oman,Engines,2002,2.22
Oman,Engines,2001,0.12
Oman,Engines,2003,0.6
Oman,Engines,2002,0.6
Oman,Engines,2001,0.6
Oman,Engines,2004,8.0
Oman,Engines,2005,8.0
Oman,Aircraft,2022,0.21
Oman,Aircraft,2012,40.0
Oman,Missiles,2016,87.0
Oman,Missiles,2017,87.0
Pakistan,Missiles,1996,25.2
Pakistan,Missiles,2009,10.0
Pakistan,Armoured vehicles,2011,6.9
Pakistan,Armoured vehicles,2014,37.4
Pakistan,Armoured vehicles,2015,10.7
Pakistan,Armoured vehicles,2010,24.0
Pakistan,Armoured vehicles,2004,24.0
Pakistan,Armoured vehicles,2003,24.0
Pakistan,Armoured vehicles,2013,15.0
Pakistan,Armoured vehicles,2005,24.0
Pakistan,Armoured vehicles,2006,24.0
Pakistan,Armoured vehicles,2009,24.0
Pakistan,Armoured vehicles,2011,24.0
Pakistan,Armoured vehicles,2012,24.0
Pakistan,Armoured vehicles,2014,9.0
Pakistan,Armoured vehicles,2007,24.0
Pakistan,Armoured vehicles,2008,24.0
Pakistan,Armoured vehicles,2002,24.0
Pakistan,Armoured vehicles,2001,15.0
Pakistan,Armoured vehicles,2000,11.1
Pakistan,Armoured vehicles,2017,2.1
Pakistan,Armoured vehicles,2015,50.0
Pakistan,Engines,2004,3.0
Pakistan,Aircraft,2024,3.0
Pakistan,Aircraft,2020,2.0
Pakistan,Armoured vehicles,2015,0.26
Pakistan,Armoured vehicles,2014,2.56
Pakistan,Sensors,2014,20.0
Pakistan,Sensors,2012,20.0
Pakistan,Sensors,2013,30.0
Pakistan,Sensors,2014,20.0
Pakistan,Aircraft,2016,2.0
Pakistan,Ships,2011,198.0
Pakistan,Armoured vehicles,2016,3.84
Pakistan,Engines,2007,4.8
Pakistan,Engines,2009,4.8
Pakistan,Engines,2010,6.6
Pakistan,Engines,2003,3.6
Pakistan,Aircraft,2017,1.0
Pakistan,Aircraft,2015,0.6
Pakistan,Missiles,2010,24.0
Pakistan,Missiles,2007,36.0
Pakistan,Missiles,2010,128.4
Pakistan,Missiles,2013,60.0
Pakistan,Missiles,2014,111.6
Pakistan,Missiles,2006,5.0
Pakistan,Missiles,2007,10.0
Pakistan,Missiles,2008,5.07
Pakistan,Missiles,2008,10.0
Pakistan,Missiles,2009,10.0
Pakistan,Missiles,2010,10.0
Pakistan,Missiles,2011,1.98
Pakistan,Artillery,2009,10.0
Pakistan,Artillery,2010,24.0
Pakistan,Artillery,2007,13.5
Pakistan,Artillery,2008,10.0
Pakistan,Aircraft,2008,12.4
Pakistan,Aircraft,2002,3.0
Pakistan,Engines,1994,3.6
Pakistan,Missiles,2015,8.43
Pakistan,Sensors,2011,4.0
Pakistan,Aircraft,2009,29.0
Pakistan,Aircraft,2013,11.0
Pakistan,Aircraft,2018,11.0
Pakistan,Armoured vehicles,2017,12.8
Pakistan,Armoured vehicles,2018,16.0
Pakistan,Armoured vehicles,2016,23.42
Pakistan,Armoured vehicles,2015,5.38
Pakistan,Engines,2020,9.6
Pakistan,Armoured vehicles,1990,4.5
Pakistan,Armoured vehicles,1991,6.25
Pakistan,Armoured vehicles,1992,25.0
Pakistan,Armoured vehicles,1993,25.0
Pakistan,Armoured vehicles,1994,25.0
Pakistan,Armoured vehicles,1995,25.0
Pakistan,Armoured vehicles,1996,25.0
Pakistan,Armoured vehicles,1997,25.0
Pakistan,Armoured vehicles,1998,25.0
Pakistan,Armoured vehicles,1999,7.5
Pakistan,Aircraft,2002,15.5
Pakistan,Aircraft,2007,59.4
Pakistan,Aircraft,2005,15.84
Pakistan,Aircraft,2006,47.52
Pakistan,Aircraft,2007,31.68
Pakistan,Aircraft,2007,150.0
Pakistan,Aircraft,2010,150.0
Pakistan,Aircraft,2012,225.0
Pakistan,Sensors,2008,33.0
Pakistan,Sensors,2009,33.0
Pakistan,Aircraft,2004,45.0
