Recipient,Delivery year,Armament category,Total TIV
Qatar,2009,Aircraft,280.0
Qatar,2011,Aircraft,160.0
Qatar,2012,Aircraft,280.0
Qatar,2015,Air-defence systems,55.0
Qatar,2015,Aircraft,280.0
Qatar,2015,Missiles,20.0
Qatar,2016,Aircraft,280.0
Qatar,2016,Missiles,7.5
Qatar,2017,Air-defence systems,55.0
Qatar,2017,Engines,1.1
Qatar,2017,Missiles,87.5
Qatar,2018,Air-defence systems,165.0
Qatar,2018,Engines,4.5
Qatar,2018,Missiles,257.9
Qatar,2019,Air-defence systems,165.0
Qatar,2019,Aircraft,240.0
Qatar,2019,Engines,6.75
Qatar,2019,Missiles,325.4
Qatar,2019,Sensors,68.0
Qatar,2020,Air-defence systems,110.0
Qatar,2020,Aircraft,120.0
Qatar,2020,Engines,4.5
Qatar,2020,Missiles,334.0
Qatar,2020,Sensors,28.0
Qatar,2021,Aircraft,1050.0
Qatar,2021,Engines,4.1
Qatar,2021,Missiles,93.75999999999999
Qatar,2021,Sensors,86.0
Qatar,2022,Aircraft,900.0
Qatar,2022,Engines,8.9
Qatar,2022,Missiles,195.64
Qatar,2022,Sensors,264.0
Qatar,2023,Aircraft,750.0
Qatar,2023,Missiles,109.95
Qatar,2023,Sensors,70.0
Qatar,2024,Aircraft,450.0
Qatar,2024,Missiles,74.0
Qatar,2024,Sensors,48.0
Romania,1996,Aircraft,18.4
Romania,1997,Aircraft,18.4
Romania,1998,Sensors,44.0
Romania,1999,Aircraft,3.0
Romania,1999,Sensors,11.0
Romania,2000,Aircraft,3.0
Romania,2001,Aircraft,0.5
Romania,2005,Engines,1.0
Romania,2005,Sensors,12.0
Romania,2006,Armoured vehicles,1.04
Romania,2006,Engines,1.0
Romania,2007,Aircraft,18.48
Romania,2007,Armoured vehicles,1.82
Romania,2007,Engines,1.0
Romania,2007,Sensors,10.0
Romania,2008,Engines,1.3
Romania,2008,Sensors,10.0
Romania,2009,Engines,0.95
Romania,2009,Sensors,30.0
Romania,2010,Armoured vehicles,19.2
Romania,2010,Engines,6.21
Romania,2010,Sensors,36.0
Romania,2011,Engines,6.0
Romania,2011,Sensors,36.0
Romania,2012,Engines,3.21
Romania,2013,Engines,3.0
Romania,2014,Armoured vehicles,0.28
Romania,2015,Engines,3.21
Romania,2016,Sensors,5.0
Romania,2017,Missiles,2.16
Romania,2017,Sensors,11.0
Romania,2018,Engines,7.4
Romania,2018,Missiles,1.8
Romania,2018,Sensors,11.0
Romania,2019,Missiles,13.2
Romania,2020,Air-defence systems,55.0
Romania,2020,Missiles,40.0
Romania,2021,Aircraft,11.2
Romania,2021,Artillery,19.8
Romania,2021,Missiles,66.4
Romania,2022,Air-defence systems,55.0
Romania,2022,Missiles,112.68
Romania,2023,Air-defence systems,110.0
Romania,2023,Aircraft,22.4
Romania,2023,Armoured vehicles,6.12
Romania,2023,Artillery,19.8
Romania,2023,Missiles,114.32
Romania,2024,Artillery,19.8
Romania,2024,Missiles,30.72
Russia,2020,Engines,0.5
Russia,2021,Engines,1.25
Russia,2022,Engines,1.25
Rwanda,2021,Aircraft,2.0
Saudi Arabia,1990,Aircraft,600.5
Saudi Arabia,1990,Armoured vehicles,207.9
Saudi Arabia,1990,Missiles,80.75999999999999
Saudi Arabia,1990,Sensors,130.0
Saudi Arabia,1991,Aircraft,121.0
Saudi Arabia,1991,Armoured vehicles,144.25
Saudi Arabia,1991,Artillery,11.05
Saudi Arabia,1991,Engines,0.18
Saudi Arabia,1991,Missiles,39.29
Saudi Arabia,1991,Naval weapons,1.0
Saudi Arabia,1991,Sensors,80.0
Saudi Arabia,1992,Aircraft,529.0
Saudi Arabia,1992,Armoured vehicles,240.04999999999998
Saudi Arabia,1992,Artillery,11.9
Saudi Arabia,1992,Engines,8.73
Saudi Arabia,1992,Missiles,59.8
Saudi Arabia,1992,Sensors,31.0
Saudi Arabia,1993,Air-defence systems,188.0
Saudi Arabia,1993,Aircraft,224.0
Saudi Arabia,1993,Armoured vehicles,1313.8
Saudi Arabia,1993,Engines,13.02
Saudi Arabia,1993,Missiles,265.18
Saudi Arabia,1993,Naval weapons,1.0
Saudi Arabia,1994,Air-defence systems,188.0
Saudi Arabia,1994,Armoured vehicles,369.06
Saudi Arabia,1994,Engines,6.57
Saudi Arabia,1994,Missiles,250.6
Saudi Arabia,1994,Other,56.4
Saudi Arabia,1994,Sensors,11.0
Saudi Arabia,1995,Air-defence systems,188.0
Saudi Arabia,1995,Aircraft,280.0
Saudi Arabia,1995,Armoured vehicles,55.44
Saudi Arabia,1995,Engines,6.42
Saudi Arabia,1995,Missiles,289.0
Saudi Arabia,1995,Other,56.4
Saudi Arabia,1995,Sensors,11.0
Saudi Arabia,1996,Air-defence systems,235.0
Saudi Arabia,1996,Aircraft,770.0
Saudi Arabia,1996,Armoured vehicles,10.3
Saudi Arabia,1996,Engines,5.82
Saudi Arabia,1996,Missiles,315.6
Saudi Arabia,1996,Other,56.4
Saudi Arabia,1996,Sensors,12.0
Saudi Arabia,1997,Air-defence systems,188.0
Saudi Arabia,1997,Aircraft,1120.0
Saudi Arabia,1997,Armoured vehicles,5.6
Saudi Arabia,1997,Engines,3.0
Saudi Arabia,1997,Missiles,303.4
Saudi Arabia,1997,Naval weapons,1.0
Saudi Arabia,1997,Other,39.0
Saudi Arabia,1997,Sensors,58.0
Saudi Arabia,1998,Aircraft,1750.0
Saudi Arabia,1998,Engines,2.88
Saudi Arabia,1998,Missiles,363.0
Saudi Arabia,1998,Other,44.4
Saudi Arabia,1998,Sensors,46.0
Saudi Arabia,1999,Aircraft,1120.0
Saudi Arabia,1999,Engines,2.67
Saudi Arabia,1999,Missiles,344.0
Saudi Arabia,1999,Other,44.4
Saudi Arabia,2000,Engines,2.25
Saudi Arabia,2001,Armoured vehicles,22.68
Saudi Arabia,2001,Engines,0.66
Saudi Arabia,2001,Missiles,9.14
Saudi Arabia,2002,Aircraft,40.0
Saudi Arabia,2002,Artillery,22.0
Saudi Arabia,2002,Engines,0.6
Saudi Arabia,2002,Missiles,26.64
Saudi Arabia,2003,Aircraft,40.0
Saudi Arabia,2003,Armoured vehicles,39.0
Saudi Arabia,2003,Engines,0.63
Saudi Arabia,2003,Missiles,37.46
Saudi Arabia,2004,Aircraft,220.0
Saudi Arabia,2004,Armoured vehicles,39.3
Saudi Arabia,2004,Artillery,2.0
Saudi Arabia,2004,Engines,2.01
Saudi Arabia,2004,Missiles,60.0
Saudi Arabia,2005,Aircraft,6.0
Saudi Arabia,2005,Armoured vehicles,39.3
Saudi Arabia,2005,Engines,0.96
Saudi Arabia,2005,Missiles,105.0
Saudi Arabia,2006,Aircraft,6.0
Saudi Arabia,2006,Armoured vehicles,39.3
Saudi Arabia,2006,Engines,1.92
Saudi Arabia,2006,Missiles,110.4
Saudi Arabia,2006,Other,13.2
Saudi Arabia,2007,Aircraft,110.0
Saudi Arabia,2007,Engines,3.63
Saudi Arabia,2007,Missiles,9.0
Saudi Arabia,2007,Other,26.4
Saudi Arabia,2008,Aircraft,50.0
Saudi Arabia,2008,Engines,173.2
Saudi Arabia,2008,Missiles,8.4
Saudi Arabia,2008,Other,15.0
Saudi Arabia,2009,Aircraft,64.05
Saudi Arabia,2009,Engines,173.14
Saudi Arabia,2009,Other,5.4
Saudi Arabia,2010,Aircraft,138.3
Saudi Arabia,2010,Artillery,6.12
Saudi Arabia,2010,Engines,173.11
Saudi Arabia,2010,Missiles,34.0
Saudi Arabia,2010,Sensors,14.0
Saudi Arabia,2011,Aircraft,309.5
Saudi Arabia,2011,Engines,19.59
Saudi Arabia,2011,Missiles,22.0
Saudi Arabia,2011,Other,33.0
Saudi Arabia,2011,Sensors,10.0
Saudi Arabia,2012,Aircraft,58.0
Saudi Arabia,2012,Armoured vehicles,225.0
Saudi Arabia,2012,Engines,20.4
Saudi Arabia,2012,Missiles,10.8
Saudi Arabia,2012,Other,54.0
Saudi Arabia,2012,Sensors,11.0
Saudi Arabia,2013,Aircraft,126.63
Saudi Arabia,2013,Armoured vehicles,300.0
Saudi Arabia,2013,Artillery,30.78
Saudi Arabia,2013,Engines,21.0
Saudi Arabia,2013,Missiles,71.22
Saudi Arabia,2013,Other,52.2
Saudi Arabia,2014,Air-defence systems,220.0
Saudi Arabia,2014,Aircraft,259.05
Saudi Arabia,2014,Armoured vehicles,618.75
Saudi Arabia,2014,Engines,20.4
Saudi Arabia,2014,Missiles,206.1
Saudi Arabia,2014,Other,36.0
Saudi Arabia,2014,Sensors,31.0
Saudi Arabia,2015,Air-defence systems,330.0
Saudi Arabia,2015,Aircraft,634.0
Saudi Arabia,2015,Armoured vehicles,400.0
Saudi Arabia,2015,Engines,41.28
Saudi Arabia,2015,Missiles,238.9
Saudi Arabia,2015,Other,26.4
Saudi Arabia,2015,Sensors,76.0
Saudi Arabia,2016,Air-defence systems,330.0
Saudi Arabia,2016,Aircraft,487.0
Saudi Arabia,2016,Armoured vehicles,584.75
Saudi Arabia,2016,Engines,4.95
Saudi Arabia,2016,Missiles,288.9
Saudi Arabia,2016,Sensors,52.0
Saudi Arabia,2017,Air-defence systems,330.0
Saudi Arabia,2017,Aircraft,2051.25
Saudi Arabia,2017,Armoured vehicles,201.25
Saudi Arabia,2017,Engines,35.35
Saudi Arabia,2017,Missiles,466.97
Saudi Arabia,2017,Sensors,56.0
Saudi Arabia,2018,Air-defence systems,55.0
Saudi Arabia,2018,Aircraft,1881.0
Saudi Arabia,2018,Engines,43.28
Saudi Arabia,2018,Missiles,421.52
Saudi Arabia,2018,Sensors,56.0
Saudi Arabia,2019,Air-defence systems,55.0
Saudi Arabia,2019,Aircraft,1797.5
Saudi Arabia,2019,Armoured vehicles,20.0
Saudi Arabia,2019,Engines,40.78
Saudi Arabia,2019,Missiles,455.4
Saudi Arabia,2019,Sensors,50.0
Saudi Arabia,2020,Aircraft,1275.5
Saudi Arabia,2020,Armoured vehicles,120.0
Saudi Arabia,2020,Engines,23.54
Saudi Arabia,2020,Missiles,682.6
Saudi Arabia,2020,Sensors,36.0
Saudi Arabia,2021,Aircraft,888.0
Saudi Arabia,2021,Armoured vehicles,115.0
Saudi Arabia,2021,Engines,14.3
Saudi Arabia,2021,Missiles,249.5
Saudi Arabia,2021,Sensors,40.0
Saudi Arabia,2022,Aircraft,1040.75
Saudi Arabia,2022,Armoured vehicles,550.0
Saudi Arabia,2022,Engines,2.2
Saudi Arabia,2022,Missiles,332.45
Saudi Arabia,2022,Sensors,40.0
Saudi Arabia,2023,Aircraft,693.5
Saudi Arabia,2023,Engines,2.2
Saudi Arabia,2023,Missiles,231.25
Saudi Arabia,2023,Sensors,19.0
Saudi Arabia,2024,Aircraft,621.0
Saudi Arabia,2024,Engines,1.6
Saudi Arabia,2024,Missiles,166.25
Saudi Arabia,2024,Sensors,10.0
Senegal,2011,Aircraft,2.28
Senegal,2017,Engines,1.0
Senegal,2018,Engines,1.25
Senegal,2021,Engines,1.0
Serbia,2012,Aircraft,0.44
Serbia,2018,Engines,0.48
Serbia,2020,Engines,0.48
Serbia,2021,Engines,0.78
Serbia,2022,Armoured vehicles,0.75
Serbia,2022,Engines,1.56
Serbia,2024,Engines,0.3
Seychelles,1990,Aircraft,0.08
Singapore,1990,Aircraft,114.84
Singapore,1990,Engines,3.0
Singapore,1990,Missiles,32.4
Singapore,1990,Sensors,24.0
Singapore,1991,Engines,3.0
Singapore,1991,Missiles,32.4
Singapore,1992,Missiles,8.4
Singapore,1993,Aircraft,74.34
Singapore,1993,Missiles,7.2
Singapore,1994,Missiles,10.8
Singapore,1995,Aircraft,4.0
Singapore,1995,Missiles,10.9
Singapore,1996,Aircraft,54.0
Singapore,1996,Engines,6.0
Singapore,1996,Missiles,1.0
Singapore,1997,Aircraft,426.0
Singapore,1997,Engines,6.4
Singapore,1997,Missiles,2.52
Singapore,1997,Sensors,11.0
Singapore,1998,Aircraft,558.0
Singapore,1998,Engines,8.8
Singapore,1998,Missiles,31.32
Singapore,1999,Aircraft,163.6
Singapore,1999,Engines,10.0
Singapore,1999,Missiles,1.08
Singapore,1999,Sensors,10.0
Singapore,2000,Aircraft,510.8
Singapore,2000,Engines,13.2
Singapore,2001,Aircraft,36.0
Singapore,2001,Armoured vehicles,1.05
Singapore,2001,Engines,9.7
Singapore,2001,Missiles,10.8
Singapore,2002,Aircraft,138.5
Singapore,2002,Armoured vehicles,5.25
Singapore,2002,Engines,12.2
Singapore,2002,Missiles,30.0
Singapore,2002,Sensors,24.0
Singapore,2003,Armoured vehicles,5.25
Singapore,2003,Engines,13.45
Singapore,2003,Missiles,30.0
Singapore,2004,Aircraft,341.0
Singapore,2004,Armoured vehicles,5.25
Singapore,2004,Engines,10.25
Singapore,2004,Sensors,9.0
Singapore,2005,Aircraft,465.0
Singapore,2005,Armoured vehicles,2.1
Singapore,2005,Engines,6.25
Singapore,2005,Missiles,18.15
Singapore,2005,Sensors,45.0
Singapore,2006,Engines,6.25
Singapore,2006,Missiles,30.0
Singapore,2007,Engines,6.25
Singapore,2007,Sensors,7.5
Singapore,2008,Engines,6.25
Singapore,2008,Missiles,4.0
Singapore,2008,Sensors,22.5
Singapore,2009,Aircraft,622.0
Singapore,2009,Armoured vehicles,4.8
Singapore,2009,Engines,5.0
Singapore,2009,Missiles,35.84
Singapore,2009,Sensors,47.0
Singapore,2010,Aircraft,544.0
Singapore,2010,Artillery,13.2
Singapore,2010,Engines,10.6
Singapore,2010,Missiles,73.34
Singapore,2010,Sensors,34.0
Singapore,2011,Aircraft,378.0
Singapore,2011,Artillery,6.6
Singapore,2011,Engines,9.35
Singapore,2011,Missiles,18.34
Singapore,2011,Sensors,30.0
Singapore,2012,Aircraft,378.24
Singapore,2012,Engines,14.1
Singapore,2012,Missiles,20.62
Singapore,2012,Sensors,20.0
Singapore,2013,Aircraft,560.24
Singapore,2013,Engines,22.1
Singapore,2013,Missiles,50.76
Singapore,2014,Engines,11.3
Singapore,2014,Missiles,14.48
Singapore,2015,Engines,5.25
Singapore,2015,Missiles,70.92
Singapore,2016,Aircraft,490.0
Singapore,2016,Engines,5.11
Singapore,2016,Missiles,62.66
Singapore,2017,Aircraft,70.0
Singapore,2017,Engines,4.6
Singapore,2017,Missiles,39.2
Singapore,2018,Aircraft,34.0
Singapore,2018,Engines,1.55
Singapore,2019,Engines,0.75
Singapore,2019,Missiles,2.48
Singapore,2020,Engines,0.75
Singapore,2020,Missiles,5.0
Singapore,2021,Aircraft,80.0
Singapore,2021,Engines,0.75
Singapore,2021,Sensors,58.5
Singapore,2022,Aircraft,240.0
Singapore,2022,Engines,0.75
Singapore,2022,Sensors,96.0
Singapore,2023,Engines,0.75
Singapore,2023,Sensors,62.5
Slovakia,2017,Aircraft,14.5
Slovakia,2017,Engines,3.0
Slovakia,2018,Aircraft,14.5
Slovakia,2018,Engines,3.0
Slovakia,2019,Aircraft,14.5
Slovakia,2020,Aircraft,21.75
Slovakia,2024,Aircraft,240.0
Slovakia,2024,Missiles,14.4
Slovenia,1992,Aircraft,10.0
Slovenia,1993,Sensors,22.0
Slovenia,1994,Aircraft,11.4
Slovenia,1995,Aircraft,15.0
Slovenia,2001,Armoured vehicles,0.13
Slovenia,2014,Armoured vehicles,0.98
Slovenia,2021,Armoured vehicles,6.84
Slovenia,2023,Armoured vehicles,6.66
Slovenia,2023,Engines,3.0
Slovenia,2024,Engines,3.0
Somalia,2013,Aircraft,0.58
South Africa,1997,Aircraft,9.2
South Africa,1999,Aircraft,18.4
South Africa,2006,Engines,14.0
South Africa,2007,Engines,18.0
South Africa,2007,Sensors,10.0
South Africa,2008,Engines,11.0
South Africa,2009,Engines,8.8
South Africa,2010,Engines,13.2
South Africa,2011,Engines,15.4
South Africa,2011,Missiles,0.5
South Africa,2012,Engines,8.8
South Africa,2012,Missiles,0.5
South Korea,1990,Aircraft,432.15999999999997
South Korea,1990,Armoured vehicles,225.0
South Korea,1990,Artillery,99.2
South Korea,1990,Engines,42.0
South Korea,1990,Missiles,141.2
South Korea,1990,Sensors,34.0
South Korea,1991,Aircraft,400.1
South Korea,1991,Armoured vehicles,225.0
South Korea,1991,Artillery,110.0
South Korea,1991,Missiles,25.0
South Korea,1991,Sensors,19.0
South Korea,1992,Aircraft,303.0
South Korea,1992,Armoured vehicles,225.0
South Korea,1992,Artillery,110.0
South Korea,1992,Missiles,18.24
South Korea,1992,Sensors,21.0
South Korea,1993,Aircraft,145.0
South Korea,1993,Armoured vehicles,256.25
South Korea,1993,Artillery,115.5
South Korea,1993,Engines,44.0
South Korea,1993,Missiles,16.02
South Korea,1993,Sensors,21.0
South Korea,1994,Aircraft,269.0
South Korea,1994,Armoured vehicles,268.75
South Korea,1994,Artillery,115.5
South Korea,1994,Engines,10.0
South Korea,1994,Missiles,10.0
South Korea,1994,Sensors,17.0
South Korea,1995,Aircraft,1011.95
South Korea,1995,Armoured vehicles,479.61
South Korea,1995,Artillery,121.22
South Korea,1995,Missiles,57.7
South Korea,1995,Sensors,59.0
South Korea,1996,Aircraft,1199.0
South Korea,1996,Armoured vehicles,309.55
South Korea,1996,Artillery,115.5
South Korea,1997,Aircraft,444.5
South Korea,1997,Armoured vehicles,267.55
South Korea,1997,Artillery,118.8
South Korea,1997,Missiles,33.15
South Korea,1997,Ships,24.0
South Korea,1998,Aircraft,661.5
South Korea,1998,Armoured vehicles,267.0
South Korea,1998,Artillery,12.0
South Korea,1998,Engines,23.75
South Korea,1998,Missiles,206.43
South Korea,1998,Sensors,5.0
South Korea,1999,Aircraft,701.1
South Korea,1999,Armoured vehicles,264.9
South Korea,1999,Artillery,22.8
South Korea,1999,Engines,23.75
South Korea,1999,Missiles,176.57000000000002
South Korea,1999,Sensors,9.5
South Korea,2000,Aircraft,678.0
South Korea,2000,Armoured vehicles,157.0
South Korea,2000,Engines,23.75
South Korea,2000,Missiles,59.55
South Korea,2000,Sensors,15.5
South Korea,2001,Aircraft,244.3
South Korea,2001,Armoured vehicles,186.0
South Korea,2001,Engines,11.75
South Korea,2001,Missiles,14.6
South Korea,2001,Sensors,4.5
South Korea,2002,Aircraft,0.3
South Korea,2002,Armoured vehicles,187.0
South Korea,2002,Artillery,4.8
South Korea,2002,Engines,6.0
South Korea,2002,Missiles,20.0
South Korea,2002,Sensors,44.0
South Korea,2003,Aircraft,310.0
South Korea,2003,Armoured vehicles,187.0
South Korea,2003,Artillery,20.4
South Korea,2003,Engines,14.0
South Korea,2003,Missiles,29.599999999999998
South Korea,2003,Naval weapons,25.25
South Korea,2003,Sensors,5.0
South Korea,2004,Aircraft,310.0
South Korea,2004,Armoured vehicles,209.5
South Korea,2004,Artillery,9.6
South Korea,2004,Engines,14.0
South Korea,2004,Missiles,265.01
South Korea,2004,Naval weapons,25.25
South Korea,2004,Sensors,38.0
South Korea,2005,Aircraft,280.0
South Korea,2005,Armoured vehicles,208.25
South Korea,2005,Engines,20.5
South Korea,2005,Missiles,68.15
South Korea,2005,Naval weapons,25.25
South Korea,2005,Sensors,17.0
South Korea,2006,Aircraft,980.0
South Korea,2006,Armoured vehicles,201.5
South Korea,2006,Engines,28.5
South Korea,2006,Missiles,86.56
South Korea,2006,Naval weapons,20.0
South Korea,2006,Sensors,42.0
South Korea,2007,Aircraft,840.0
South Korea,2007,Armoured vehicles,195.0
South Korea,2007,Engines,32.9
South Korea,2007,Missiles,80.12
South Korea,2007,Naval weapons,20.0
South Korea,2007,Sensors,36.0
South Korea,2008,Aircraft,700.0
South Korea,2008,Armoured vehicles,174.0
South Korea,2008,Engines,70.5
South Korea,2008,Missiles,55.55
South Korea,2008,Naval weapons,45.25
South Korea,2008,Sensors,74.0
South Korea,2009,Armoured vehicles,160.0
South Korea,2009,Engines,26.4
South Korea,2009,Missiles,19.2
South Korea,2010,Aircraft,1020.0
South Korea,2010,Armoured vehicles,10.0
South Korea,2010,Engines,54.4
South Korea,2010,Missiles,71.3
South Korea,2010,Naval weapons,25.25
South Korea,2010,Sensors,54.0
South Korea,2011,Aircraft,1270.0
South Korea,2011,Armoured vehicles,3.2
South Korea,2011,Engines,47.4
South Korea,2011,Missiles,119.45
South Korea,2011,Sensors,37.5
South Korea,2012,Aircraft,780.0
South Korea,2012,Engines,55.2
South Korea,2012,Missiles,36.540000000000006
South Korea,2012,Naval weapons,25.25
South Korea,2012,Sensors,81.5
South Korea,2013,Engines,40.6
South Korea,2013,Missiles,46.980000000000004
South Korea,2013,Naval weapons,12.25
South Korea,2013,Sensors,10.0
South Korea,2014,Aircraft,260.8
South Korea,2014,Engines,57.599999999999994
South Korea,2014,Missiles,19.8
South Korea,2014,Naval weapons,12.25
South Korea,2015,Engines,72.0
South Korea,2015,Missiles,59.1
South Korea,2015,Naval weapons,24.5
South Korea,2015,Sensors,15.0
South Korea,2016,Aircraft,270.0
South Korea,2016,Engines,81.5
South Korea,2016,Missiles,143.85
South Korea,2016,Naval weapons,24.5
South Korea,2016,Sensors,20.0
South Korea,2017,Air-defence systems,55.0
South Korea,2017,Aircraft,270.0
South Korea,2017,Engines,3.5
South Korea,2017,Missiles,162.92000000000002
South Korea,2017,Sensors,33.0
South Korea,2018,Air-defence systems,110.0
South Korea,2018,Aircraft,330.0
South Korea,2018,Engines,11.0
South Korea,2018,Missiles,227.16000000000003
South Korea,2018,Naval weapons,21.5
South Korea,2019,Air-defence systems,165.0
South Korea,2019,Aircraft,585.0
South Korea,2019,Engines,14.5
South Korea,2019,Missiles,106.06
South Korea,2020,Air-defence systems,110.0
South Korea,2020,Aircraft,655.0
South Korea,2020,Engines,18.0
South Korea,2020,Missiles,146.82
South Korea,2021,Aircraft,550.0
South Korea,2021,Engines,18.0
South Korea,2021,Missiles,64.5
South Korea,2021,Naval weapons,57.5
South Korea,2021,Sensors,37.5
South Korea,2022,Aircraft,220.0
South Korea,2022,Engines,18.0
South Korea,2022,Missiles,97.0
South Korea,2022,Sensors,87.5
South Korea,2023,Aircraft,2.7
South Korea,2023,Engines,2.2
South Korea,2023,Missiles,7.5
South Korea,2023,Naval weapons,58.0
South Korea,2023,Sensors,87.5
South Korea,2024,Aircraft,816.6
South Korea,2024,Engines,28.0
South Korea,2024,Missiles,9.0
South Korea,2024,Naval weapons,27.5
South Korea,2024,Sensors,109.5
Spain,1990,Aircraft,240.0
Spain,1990,Engines,7.48
Spain,1990,Missiles,21.0
Spain,1990,Ships,292.5
Spain,1991,Aircraft,6.0
Spain,1991,Artillery,5.28
Spain,1991,Engines,1.0
Spain,1991,Missiles,64.5
Spain,1992,Aircraft,16.35
Spain,1992,Armoured vehicles,77.64
Spain,1992,Engines,3.0
Spain,1992,Missiles,58.0
Spain,1993,Aircraft,10.35
Spain,1993,Armoured vehicles,186.76
Spain,1993,Artillery,10.56
Spain,1993,Engines,3.0
Spain,1993,Missiles,30.58
Spain,1994,Engines,3.0
Spain,1994,Missiles,41.05
Spain,1994,Ships,615.17
Spain,1995,Aircraft,169.2
Spain,1995,Artillery,12.32
Spain,1995,Engines,3.0
Spain,1995,Missiles,2.0
Spain,1995,Ships,30.17
Spain,1996,Aircraft,253.8
Spain,1996,Armoured vehicles,1.5
Spain,1996,Engines,3.0
Spain,1996,Missiles,5.6
Spain,1997,Aircraft,109.5
Spain,1997,Armoured vehicles,1.6
Spain,1997,Engines,2.0
Spain,1997,Missiles,18.0
Spain,1998,Engines,5.0
Spain,1998,Missiles,17.1
Spain,1999,Aircraft,158.4
Spain,1999,Engines,0.45
Spain,1999,Missiles,50.0
Spain,2000,Aircraft,79.4
Spain,2000,Engines,5.5
Spain,2000,Missiles,72.0
Spain,2001,Missiles,66.2
Spain,2002,Aircraft,112.0
Spain,2002,Engines,19.0
Spain,2002,Missiles,26.0
Spain,2002,Naval weapons,23.47
Spain,2002,Sensors,39.0
Spain,2003,Aircraft,71.0
Spain,2003,Engines,19.0
Spain,2003,Missiles,24.0
Spain,2003,Naval weapons,23.47
Spain,2003,Sensors,49.0
Spain,2004,Aircraft,54.0
Spain,2004,Engines,19.0
Spain,2004,Missiles,28.0
Spain,2004,Naval weapons,23.47
Spain,2004,Sensors,34.0
Spain,2006,Engines,19.0
Spain,2006,Missiles,4.5
Spain,2006,Naval weapons,23.47
Spain,2006,Sensors,34.0
Spain,2007,Engines,21.0
Spain,2007,Missiles,5.0
Spain,2008,Engines,22.5
Spain,2009,Engines,21.0
Spain,2009,Missiles,30.8
Spain,2010,Engines,7.0
Spain,2011,Missiles,20.0
Spain,2012,Engines,19.0
Spain,2012,Missiles,20.0
Spain,2012,Naval weapons,23.47
Spain,2012,Sensors,34.0
Spain,2013,Missiles,43.5
Spain,2014,Missiles,20.0
Spain,2015,Missiles,20.0
Spain,2016,Armoured vehicles,1.79
Spain,2017,Aircraft,4.79
Spain,2018,Aircraft,4.79
Spain,2018,Missiles,11.0
Spain,2019,Aircraft,7.5
Spain,2019,Missiles,12.4
Spain,2020,Aircraft,22.5
Spain,2020,Missiles,7.6
Spain,2021,Aircraft,29.57
Spain,2022,Aircraft,65.8
Spain,2022,Missiles,4.72
Spain,2023,Aircraft,160.0
Spain,2023,Missiles,6.12
Spain,2024,Aircraft,100.0
Spain,2024,Engines,8.8
Sri Lanka,1990,Aircraft,14.8
Sri Lanka,1997,Ships,36.0
Sri Lanka,1998,Sensors,6.0
Sri Lanka,2000,Aircraft,10.0
Sri Lanka,2002,Aircraft,9.0
Sri Lanka,2003,Sensors,3.0
Sri Lanka,2004,Sensors,3.0
Sri Lanka,2004,Ships,9.9
Sri Lanka,2007,Sensors,5.0
Sri Lanka,2011,Aircraft,10.0
Sri Lanka,2018,Ships,54.0
Sri Lanka,2021,Ships,54.0
Sri Lanka,2022,Aircraft,0.28
Sri Lanka,2024,Aircraft,7.5
Suriname,1999,Sensors,2.25
Sweden,1990,Engines,12.5
Sweden,1990,Missiles,12.0
Sweden,1990,Sensors,17.5
Sweden,1991,Missiles,16.0
Sweden,1991,Sensors,15.0
Sweden,1992,Sensors,15.0
Sweden,1993,Engines,2.2
Sweden,1993,Sensors,15.0
Sweden,1994,Engines,11.0
Sweden,1994,Sensors,15.0
Sweden,1995,Aircraft,46.0
Sweden,1995,Engines,13.2
Sweden,1996,Engines,51.8
Sweden,1997,Engines,69.0
Sweden,1998,Engines,64.6
Sweden,1998,Missiles,85.2
Sweden,1999,Engines,64.6
Sweden,2000,Aircraft,9.2
Sweden,2000,Engines,59.6
Sweden,2001,Engines,33.0
Sweden,2002,Engines,26.4
Sweden,2003,Engines,26.4
Sweden,2004,Engines,26.4
Sweden,2005,Engines,26.4
Sweden,2005,Missiles,31.8
Sweden,2006,Engines,50.4
Sweden,2006,Missiles,2.0
Sweden,2007,Engines,22.0
Sweden,2007,Missiles,2.0
Sweden,2008,Engines,6.0
Sweden,2008,Missiles,2.0
Sweden,2009,Missiles,2.0
Sweden,2011,Aircraft,29.8
Sweden,2011,Sensors,120.0
Sweden,2012,Aircraft,65.25
Sweden,2012,Sensors,120.0
Sweden,2013,Aircraft,14.5
Sweden,2016,Missiles,1.06
Sweden,2016,Sensors,7.5
Sweden,2017,Sensors,5.0
Sweden,2021,Air-defence systems,55.0
Sweden,2021,Engines,5.0
Sweden,2021,Missiles,52.5
Sweden,2021,Sensors,2.5
Sweden,2022,Air-defence systems,165.0
Sweden,2022,Missiles,147.5
Sweden,2022,Sensors,5.0
Sweden,2023,Missiles,62.0
Sweden,2023,Sensors,2.5
Sweden,2024,Engines,2.5
Sweden,2024,Missiles,55.0
Switzerland,1990,Engines,5.9399999999999995
Switzerland,1990,Missiles,5.0
Switzerland,1991,Artillery,121.0
Switzerland,1991,Engines,6.66
Switzerland,1991,Missiles,11.0
Switzerland,1992,Engines,6.66
Switzerland,1992,Missiles,11.0
Switzerland,1993,Engines,6.18
Switzerland,1993,Missiles,33.0
Switzerland,1994,Engines,4.529999999999999
